,Qw(m3/s),Qs(kg/s),Qb(kg/s),CsBin1,CsBin2,CsBin3,CsBin4,vel(m/s),wid(m),dep(m),temp(deg.C),prec(m)
20755,886.505 ,1.243 ,18.606 ,0.000,0.000,0.000,0.000 ,0.846,  1152.926,  0.909  ,23.08091, 0.00506 
20756,885.997 ,1.164 ,18.595 ,0.000,0.000,0.000,0.000 ,0.846,  1152.754,  0.908  ,23.07010, 0.00111 
20757,885.490 ,0.920 ,18.585 ,0.000,0.000,0.000,0.000 ,0.846,  1152.583,  0.908  ,23.71568, 0.00004 
20758,884.987 ,1.444 ,18.574 ,0.000,0.000,0.000,0.001 ,0.846,  1152.413,  0.908  ,23.99509, 0.00001 
20759,884.608 ,1.882 ,18.566 ,0.000,0.000,0.001,0.001 ,0.846,  1152.284,  0.908  ,24.04414, 0.00001 
20760,884.403 ,0.645 ,18.562 ,0.000,0.000,0.000,0.000 ,0.846,  1152.215,  0.908  ,24.09377, 0.00003 
20761,884.271 ,1.318 ,18.559 ,0.000,0.000,0.000,0.001 ,0.846,  1152.170,  0.908  ,23.83093, 0.00006 
20762,884.157 ,1.509 ,18.557 ,0.000,0.000,0.000,0.001 ,0.846,  1152.131,  0.908  ,23.46590, 0.00007 
20763,884.083 ,1.481 ,18.555 ,0.000,0.000,0.000,0.001 ,0.846,  1152.106,  0.908  ,23.02801, 0.00033 
20764,884.076 ,1.184 ,18.555 ,0.000,0.000,0.000,0.000 ,0.846,  1152.104,  0.908  ,22.46675, 0.00061 
20765,884.069 ,0.708 ,18.555 ,0.000,0.000,0.000,0.000 ,0.846,  1152.101,  0.908  ,21.92099, 0.00018 
20766,884.060 ,0.814 ,18.555 ,0.000,0.000,0.000,0.000 ,0.846,  1152.099,  0.908  ,21.67712, 0.00023 
20767,884.051 ,1.230 ,18.555 ,0.000,0.000,0.000,0.000 ,0.846,  1152.095,  0.908  ,22.03392, 0.00036 
20768,884.041 ,2.190 ,18.554 ,0.000,0.000,0.001,0.001 ,0.845,  1152.092,  0.908  ,21.96985, 0.00056 
20769,884.032 ,0.856 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.089,  0.908  ,21.99564, 0.00013 
20770,884.026 ,0.794 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.087,  0.908  ,21.86642, 0.00008 
20771,884.020 ,1.963 ,18.554 ,0.000,0.000,0.001,0.001 ,0.845,  1152.085,  0.908  ,21.51643, 0.00002 
20772,884.016 ,0.752 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.083,  0.908  ,21.20144, 0.00001 
20773,884.012 ,0.887 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.082,  0.908  ,21.18655, 0.00001 
20774,884.009 ,0.649 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.081,  0.908  ,21.16760, 0.00000 
20775,884.007 ,0.478 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.080,  0.908  ,21.64130, 0.00000 
20776,884.005 ,1.095 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.080,  0.908  ,22.04242, 0.00000 
20777,884.003 ,0.958 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.079,  0.908  ,21.58252, 0.00001 
20778,884.002 ,1.648 ,18.554 ,0.000,0.000,0.000,0.001 ,0.845,  1152.079,  0.908  ,19.98485, 0.00002 
20779,884.001 ,0.946 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,18.66942, 0.00000 
20780,884.000 ,1.444 ,18.554 ,0.000,0.000,0.000,0.001 ,0.845,  1152.078,  0.908  ,18.96632, 0.00000 
20781,884.000 ,1.114 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,19.15788, 0.00000 
20782,884.000 ,1.795 ,18.554 ,0.000,0.000,0.001,0.001 ,0.845,  1152.078,  0.908  ,19.84948, 0.00000 
20783,884.000 ,0.798 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,20.66794, 0.00000 
20784,884.000 ,0.849 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,20.72882, 0.00000 
20785,884.000 ,1.385 ,18.554 ,0.000,0.000,0.000,0.001 ,0.845,  1152.078,  0.908  ,20.46990, 0.00003 
20786,884.000 ,0.775 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,20.28736, 0.00002 
20787,884.000 ,1.134 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,20.86926, 0.00000 
20788,884.000 ,0.969 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,21.17153, 0.00003 
20789,884.000 ,1.582 ,18.554 ,0.000,0.000,0.000,0.001 ,0.845,  1152.078,  0.908  ,21.36758, 0.00007 
20790,884.000 ,0.524 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,21.25196, 0.00057 
20791,884.000 ,1.041 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,20.83079, 0.00024 
20792,884.000 ,1.005 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,20.48038, 0.00001 
20793,884.000 ,1.583 ,18.554 ,0.000,0.000,0.000,0.001 ,0.845,  1152.078,  0.908  ,20.71953, 0.00001 
20794,884.001 ,0.588 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.078,  0.908  ,20.95600, 0.00002 
20795,884.010 ,0.888 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.082,  0.908  ,21.58316, 0.00127 
20796,884.012 ,1.263 ,18.554 ,0.000,0.000,0.000,0.001 ,0.845,  1152.082,  0.908  ,20.93774, 0.00103 
20797,884.012 ,1.447 ,18.554 ,0.000,0.000,0.000,0.001 ,0.845,  1152.082,  0.908  ,19.91734, 0.00001 
20798,884.011 ,1.032 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.082,  0.908  ,19.72537, 0.00000 
20799,884.012 ,0.988 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.082,  0.908  ,19.84284, 0.00000 
20800,884.025 ,2.232 ,18.554 ,0.001,0.001,0.001,0.001 ,0.845,  1152.087,  0.908  ,20.19611, 0.00000 
20801,884.039 ,1.316 ,18.554 ,0.000,0.000,0.000,0.001 ,0.845,  1152.091,  0.908  ,20.35172, 0.00000 
20802,884.038 ,0.972 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.091,  0.908  ,20.41034, 0.00000 
20803,884.034 ,1.427 ,18.554 ,0.000,0.000,0.000,0.001 ,0.845,  1152.090,  0.908  ,20.07298, 0.00000 
20804,884.032 ,0.527 ,18.554 ,0.000,0.000,0.000,0.000 ,0.845,  1152.089,  0.908  ,18.87176, 0.00000 
20805,884.062 ,1.506 ,18.555 ,0.000,0.000,0.000,0.001 ,0.846,  1152.099,  0.908  ,17.77940, 0.00000 
20806,884.056 ,1.182 ,18.555 ,0.000,0.000,0.000,0.000 ,0.846,  1152.097,  0.908  ,17.82366, 0.00002 
20807,884.050 ,1.482 ,18.555 ,0.000,0.000,0.000,0.001 ,0.846,  1152.095,  0.908  ,17.39976, 0.00001 
20808,884.841 ,2.002 ,18.571 ,0.000,0.000,0.001,0.001 ,0.846,  1152.363,  0.908  ,17.29830, 0.00001 
20809,884.037 ,3.437 ,18.554 ,0.001,0.001,0.001,0.001 ,0.845,  1152.091,  0.908  ,18.11406, 0.00002 
20810,884.031 ,1.808 ,18.554 ,0.000,0.000,0.001,0.001 ,0.845,  1152.089,  0.908  ,18.58707, 0.00002 
20811,884.025 ,2.711 ,18.554 ,0.001,0.001,0.001,0.001 ,0.845,  1152.087,  0.908  ,18.91112, 0.00000 
20812,884.020 ,4.047 ,18.554 ,0.001,0.001,0.001,0.002 ,0.845,  1152.085,  0.908  ,19.94815, 0.00000 
20813,884.015 ,2.471 ,18.554 ,0.001,0.001,0.001,0.001 ,0.845,  1152.083,  0.908  ,19.83630, 0.00000 
20814,884.011 ,2.082 ,18.554 ,0.000,0.000,0.001,0.001 ,0.845,  1152.082,  0.908  ,19.83079, 0.00000 
20815,884.006 ,1.691 ,18.554 ,0.000,0.000,0.000,0.001 ,0.845,  1152.080,  0.908  ,19.69442, 0.00000 
20816,884.002 ,3.473 ,18.554 ,0.001,0.001,0.001,0.001 ,0.845,  1152.079,  0.908  ,19.50803, 0.00000 
20817,884.000 ,4.367 ,18.554 ,0.001,0.001,0.001,0.002 ,0.845,  1152.078,  0.908  ,19.44193, 0.00000 
20818,884.000 ,4.474 ,18.554 ,0.001,0.001,0.001,0.002 ,0.845,  1152.078,  0.908  ,19.22261, 0.00000 
20819,884.000 ,2.085 ,18.554 ,0.000,0.000,0.001,0.001 ,0.845,  1152.078,  0.908  ,19.41733, 0.00000 
20820,884.000 ,1.690 ,18.554 ,0.000,0.000,0.000,0.001 ,0.845,  1152.078,  0.908  ,20.09826, 0.00000 
20821,884.006 ,2.032 ,18.554 ,0.000,0.000,0.001,0.001 ,0.845,  1152.080,  0.908  ,19.95593, 0.00000 
20822,884.017 ,2.541 ,18.554 ,0.001,0.001,0.001,0.001 ,0.845,  1152.084,  0.908  ,19.34119, 0.00000 
20823,884.083 ,2.944 ,18.555 ,0.001,0.001,0.001,0.001 ,0.846,  1152.106,  0.908  ,19.10506, 0.00000 
20824,884.155 ,1.988 ,18.557 ,0.000,0.000,0.001,0.001 ,0.846,  1152.131,  0.908  ,20.06168, 0.00000 
20825,884.152 ,2.066 ,18.557 ,0.000,0.000,0.001,0.001 ,0.846,  1152.130,  0.908  ,20.84131, 0.00000 
20826,884.139 ,0.918 ,18.556 ,0.000,0.000,0.000,0.000 ,0.846,  1152.125,  0.908  ,21.19846, 0.00000 
20827,884.129 ,4.236 ,18.556 ,0.001,0.001,0.001,0.002 ,0.846,  1152.122,  0.908  ,21.22695, 0.00000 
20828,884.118 ,4.360 ,18.556 ,0.001,0.001,0.001,0.002 ,0.846,  1152.118,  0.908  ,21.35394, 0.00000 
20829,884.108 ,2.350 ,18.556 ,0.001,0.001,0.001,0.001 ,0.846,  1152.115,  0.908  ,21.42075, 0.00000 
20830,884.097 ,1.664 ,18.556 ,0.000,0.000,0.000,0.001 ,0.846,  1152.111,  0.908  ,21.10465, 0.00001 
20831,884.087 ,5.163 ,18.555 ,0.001,0.001,0.001,0.002 ,0.846,  1152.108,  0.908  ,20.24402, 0.00080 
20832,884.103 ,2.599 ,18.556 ,0.001,0.001,0.001,0.001 ,0.846,  1152.113,  0.908  ,18.47637, 0.00045 
20833,884.095 ,2.377 ,18.556 ,0.001,0.001,0.001,0.001 ,0.846,  1152.110,  0.908  ,16.63865, 0.00003 
20834,884.081 ,5.108 ,18.555 ,0.001,0.001,0.001,0.002 ,0.846,  1152.106,  0.908  ,16.83021, 0.00000 
20835,884.069 ,2.888 ,18.555 ,0.001,0.001,0.001,0.001 ,0.846,  1152.102,  0.908  ,18.74604, 0.00046 
20836,884.057 ,2.366 ,18.555 ,0.001,0.001,0.001,0.001 ,0.846,  1152.098,  0.908  ,20.11709, 0.00082 
20837,884.178 ,2.846 ,18.557 ,0.001,0.001,0.001,0.001 ,0.846,  1152.138,  0.908  ,21.63407, 0.00116 
20838,884.239 ,3.888 ,18.559 ,0.001,0.001,0.001,0.002 ,0.846,  1152.159,  0.908  ,22.39366, 0.00137 
20839,884.218 ,2.070 ,18.558 ,0.000,0.000,0.001,0.001 ,0.846,  1152.152,  0.908  ,22.23635, 0.00064 
20840,884.226 ,1.820 ,18.558 ,0.000,0.000,0.001,0.001 ,0.846,  1152.155,  0.908  ,21.38235, 0.00000 
20841,884.214 ,4.682 ,18.558 ,0.001,0.001,0.001,0.002 ,0.846,  1152.151,  0.908  ,20.10933, 0.00000 
20842,884.195 ,2.178 ,18.558 ,0.000,0.000,0.001,0.001 ,0.846,  1152.144,  0.908  ,18.77809, 0.00000 
20843,884.178 ,4.136 ,18.557 ,0.001,0.001,0.001,0.002 ,0.846,  1152.138,  0.908  ,18.56318, 0.00001 
20844,884.160 ,6.547 ,18.557 ,0.001,0.001,0.002,0.003 ,0.846,  1152.132,  0.908  ,18.16184, 0.00028 
20845,884.143 ,4.196 ,18.557 ,0.001,0.001,0.001,0.002 ,0.846,  1152.127,  0.908  ,18.11297, 0.00001 
20846,884.197 ,2.604 ,18.558 ,0.001,0.001,0.001,0.001 ,0.846,  1152.145,  0.908  ,18.03196, 0.00000 
20847,884.233 ,2.642 ,18.558 ,0.001,0.001,0.001,0.001 ,0.846,  1152.157,  0.908  ,18.82354, 0.00000 
20848,884.814 ,2.516 ,18.571 ,0.001,0.001,0.001,0.001 ,0.846,  1152.354,  0.908  ,19.80284, 0.00000 
20849,887.729 ,4.891 ,18.632 ,0.001,0.001,0.001,0.002 ,0.847,  1153.340,  0.909  ,20.02436, 0.00002 
20850,891.013 ,2.685 ,18.701 ,0.001,0.001,0.001,0.001 ,0.848,  1154.447,  0.910  ,18.98604, 0.00003 
20851,891.668 ,2.755 ,18.715 ,0.001,0.001,0.001,0.001 ,0.848,  1154.668,  0.911  ,18.27700, 0.00006 
20852,891.130 ,2.780 ,18.703 ,0.001,0.001,0.001,0.001 ,0.848,  1154.487,  0.910  ,17.86896, 0.00168 
20853,890.564 ,1.954 ,18.691 ,0.000,0.000,0.001,0.001 ,0.848,  1154.296,  0.910  ,16.70237, 0.00055 
20854,890.037 ,3.104 ,18.680 ,0.001,0.001,0.001,0.001 ,0.847,  1154.119,  0.910  ,16.30630, 0.00001 
20855,889.514 ,2.379 ,18.669 ,0.001,0.001,0.001,0.001 ,0.847,  1153.942,  0.910  ,17.22055, 0.00000 
20856,888.991 ,2.390 ,18.658 ,0.001,0.001,0.001,0.001 ,0.847,  1153.766,  0.910  ,19.22110, 0.00000 
20857,888.469 ,3.519 ,18.647 ,0.001,0.001,0.001,0.001 ,0.847,  1153.590,  0.909  ,20.37336, 0.00001 
20858,887.946 ,3.293 ,18.636 ,0.001,0.001,0.001,0.001 ,0.847,  1153.413,  0.909  ,20.47375, 0.00000 
20859,887.609 ,1.563 ,18.629 ,0.000,0.000,0.000,0.001 ,0.847,  1153.299,  0.909  ,20.74905, 0.00000 
20860,887.271 ,2.777 ,18.622 ,0.001,0.001,0.001,0.001 ,0.847,  1153.185,  0.909  ,22.34056, 0.00000 
20861,886.851 ,3.120 ,18.613 ,0.001,0.001,0.001,0.001 ,0.846,  1153.043,  0.909  ,22.58561, 0.00044 
20862,886.306 ,4.043 ,18.602 ,0.001,0.001,0.001,0.002 ,0.846,  1152.859,  0.908  ,20.78704, 0.00128 
20863,885.752 ,1.960 ,18.590 ,0.000,0.000,0.001,0.001 ,0.846,  1152.671,  0.908  ,19.54784, 0.00001 
20864,885.203 ,3.868 ,18.579 ,0.001,0.001,0.001,0.002 ,0.846,  1152.486,  0.908  ,19.63913, 0.00000 
20865,884.697 ,2.805 ,18.568 ,0.001,0.001,0.001,0.001 ,0.846,  1152.314,  0.908  ,21.47599, 0.00003 
20866,884.391 ,5.016 ,18.562 ,0.001,0.001,0.001,0.002 ,0.846,  1152.210,  0.908  ,21.86855, 0.00182 
20867,886.093 ,5.199 ,18.598 ,0.001,0.001,0.001,0.002 ,0.846,  1152.787,  0.908  ,21.28080, 0.00010 
20868,888.684 ,1.656 ,18.652 ,0.000,0.000,0.000,0.001 ,0.847,  1153.662,  0.909  ,20.93381, 0.00000 
20869,890.955 ,5.032 ,18.700 ,0.001,0.001,0.001,0.002 ,0.848,  1154.428,  0.910  ,21.01130, 0.00000 
20870,891.852 ,3.455 ,18.718 ,0.001,0.001,0.001,0.001 ,0.848,  1154.730,  0.911  ,21.76334, 0.00000 
20871,892.510 ,3.202 ,18.732 ,0.001,0.001,0.001,0.001 ,0.848,  1154.951,  0.911  ,23.41154, 0.00000 
20872,899.298 ,4.250 ,18.875 ,0.001,0.001,0.001,0.002 ,0.850,  1157.229,  0.914  ,22.81179, 0.00000 
20873,901.008 ,2.616 ,18.911 ,0.001,0.001,0.001,0.001 ,0.851,  1157.801,  0.914  ,21.58933, 0.00000 
20874,899.741 ,0.973 ,18.884 ,0.000,0.000,0.000,0.000 ,0.851,  1157.377,  0.914  ,21.81577, 0.00000 
20875,3895.601 ,137.777 ,81.762 ,0.007,0.007,0.009,0.012 ,1.400,  1694.157,  1.643  ,23.20684, 0.00145 
20876,4583.902 ,88.725 ,96.208 ,0.004,0.004,0.005,0.007 ,1.480,  1767.362,  1.753  ,21.24900, 0.01425 
20877,4792.868 ,403.391 ,100.594 ,0.017,0.017,0.021,0.029 ,1.502,  1787.966,  1.785  ,20.63111, 0.00430 
20878,4959.086 ,143.917 ,104.082 ,0.006,0.006,0.007,0.010 ,1.520,  1803.885,  1.809  ,21.34497, 0.00000 
20879,5307.651 ,193.834 ,111.398 ,0.007,0.007,0.009,0.013 ,1.555,  1836.027,  1.859  ,22.86472, 0.00000 
20880,5490.005 ,200.435 ,115.225 ,0.007,0.007,0.009,0.013 ,1.573,  1852.223,  1.884  ,23.94298, 0.00000 
20881,5462.990 ,436.335 ,114.658 ,0.016,0.016,0.020,0.028 ,1.571,  1849.849,  1.880  ,24.50361, 0.00000 
20882,5454.821 ,201.270 ,114.487 ,0.007,0.007,0.009,0.013 ,1.570,  1849.129,  1.879  ,25.45185, 0.00000 
20883,5303.433 ,154.645 ,111.310 ,0.006,0.006,0.007,0.010 ,1.555,  1835.647,  1.858  ,26.65052, 0.00000 
20884,5128.196 ,207.408 ,107.632 ,0.008,0.008,0.010,0.014 ,1.537,  1819.681,  1.833  ,27.52528, 0.00000 
20885,5043.853 ,155.757 ,105.861 ,0.006,0.006,0.008,0.011 ,1.528,  1811.851,  1.821  ,26.94358, 0.00000 
20886,4845.515 ,97.880 ,101.699 ,0.004,0.004,0.005,0.007 ,1.508,  1793.051,  1.792  ,25.58077, 0.00000 
20887,4589.994 ,166.225 ,96.336 ,0.007,0.007,0.009,0.013 ,1.480,  1767.972,  1.754  ,25.41455, 0.00000 
20888,4152.311 ,146.963 ,87.150 ,0.007,0.007,0.009,0.012 ,1.431,  1722.502,  1.685  ,25.65214, 0.00000 
20889,3618.015 ,94.417 ,75.936 ,0.005,0.005,0.007,0.009 ,1.365,  1661.907,  1.595  ,25.26369, 0.00000 
20890,3101.719 ,82.732 ,65.100 ,0.005,0.005,0.007,0.009 ,1.296,  1596.691,  1.499  ,24.39952, 0.00000 
20891,2605.028 ,21.685 ,54.675 ,0.002,0.002,0.002,0.003 ,1.221,  1525.863,  1.398  ,24.37825, 0.00000 
20892,2324.905 ,20.344 ,48.796 ,0.002,0.002,0.002,0.003 ,1.175,  1481.391,  1.336  ,24.47890, 0.00000 
20893,2076.001 ,13.017 ,43.572 ,0.001,0.001,0.002,0.002 ,1.130,  1438.413,  1.277  ,25.27046, 0.00000 
20894,1868.394 ,19.736 ,39.214 ,0.002,0.002,0.003,0.004 ,1.090,  1399.543,  1.224  ,26.42625, 0.00000 
20895,1703.983 ,15.911 ,35.764 ,0.002,0.002,0.002,0.003 ,1.057,  1366.423,  1.180  ,27.07324, 0.00000 
20896,1591.546 ,14.995 ,33.404 ,0.002,0.002,0.002,0.003 ,1.033,  1342.386,  1.148  ,27.40336, 0.00000 
20897,1484.325 ,14.375 ,31.153 ,0.002,0.002,0.002,0.003 ,1.008,  1318.262,  1.117  ,26.46919, 0.00000 
20898,1356.042 ,8.583 ,28.461 ,0.001,0.001,0.002,0.002 ,0.978,  1287.643,  1.077  ,24.87180, 0.00000 
20899,1252.599 ,5.167 ,26.290 ,0.001,0.001,0.001,0.001 ,0.952,  1261.350,  1.043  ,24.64633, 0.00000 
20900,1167.525 ,3.389 ,24.504 ,0.001,0.001,0.001,0.001 ,0.929,  1238.493,  1.014  ,26.16267, 0.00000 
20901,1096.591 ,4.624 ,23.015 ,0.001,0.001,0.001,0.001 ,0.910,  1218.473,  0.989  ,27.60581, 0.00000 
20902,1045.071 ,5.412 ,21.934 ,0.001,0.001,0.001,0.002 ,0.895,  1203.323,  0.970  ,31.47937, 0.00000 
20903,1010.417 ,2.685 ,21.207 ,0.001,0.001,0.001,0.001 ,0.885,  1192.819,  0.957  ,31.64410, 0.00000 
20904,991.998 ,5.299 ,20.820 ,0.001,0.001,0.001,0.002 ,0.879,  1187.127,  0.950  ,31.26253, 0.00000 
20905,979.522 ,3.219 ,20.558 ,0.001,0.001,0.001,0.001 ,0.876,  1183.227,  0.946  ,31.36372, 0.00000 
20906,985.538 ,3.066 ,20.685 ,0.001,0.001,0.001,0.001 ,0.877,  1185.112,  0.948  ,31.80031, 0.00000 
20907,1000.244 ,3.489 ,20.993 ,0.001,0.001,0.001,0.001 ,0.882,  1189.685,  0.954  ,32.38720, 0.00000 
20908,1002.519 ,2.965 ,21.041 ,0.001,0.001,0.001,0.001 ,0.882,  1190.388,  0.954  ,33.06877, 0.00002 
20909,991.437 ,3.419 ,20.808 ,0.001,0.001,0.001,0.001 ,0.879,  1186.952,  0.950  ,32.48689, 0.00115 
20910,975.148 ,2.535 ,20.467 ,0.001,0.001,0.001,0.001 ,0.874,  1181.851,  0.944  ,32.14422, 0.00193 
20911,960.105 ,5.200 ,20.151 ,0.001,0.001,0.001,0.002 ,0.870,  1177.083,  0.938  ,30.46271, 0.00551 
20912,950.182 ,2.541 ,19.943 ,0.001,0.001,0.001,0.001 ,0.866,  1173.908,  0.934  ,31.03620, 0.00380 
20913,956.432 ,8.597 ,20.074 ,0.002,0.002,0.002,0.003 ,0.868,  1175.911,  0.937  ,31.83540, 0.00039 
20914,1093.258 ,7.231 ,22.946 ,0.001,0.001,0.002,0.002 ,0.909,  1217.509,  0.988  ,32.25855, 0.00000 
20915,1234.994 ,20.558 ,25.920 ,0.003,0.003,0.004,0.006 ,0.947,  1256.716,  1.037  ,33.37038, 0.00000 
20916,1380.618 ,9.875 ,28.977 ,0.001,0.001,0.002,0.003 ,0.984,  1293.670,  1.085  ,33.98798, 0.00001 
20917,1456.823 ,7.631 ,30.576 ,0.001,0.001,0.001,0.002 ,1.002,  1311.868,  1.108  ,34.24267, 0.00000 
20918,1525.476 ,19.793 ,32.017 ,0.003,0.003,0.003,0.005 ,1.018,  1327.669,  1.129  ,34.38386, 0.00000 
20919,1598.338 ,6.771 ,33.546 ,0.001,0.001,0.001,0.001 ,1.034,  1343.873,  1.150  ,34.59794, 0.00089 
20920,1685.553 ,4.583 ,35.377 ,0.001,0.001,0.001,0.001 ,1.053,  1362.566,  1.175  ,34.25594, 0.00101 
20921,1722.766 ,31.620 ,36.158 ,0.004,0.004,0.005,0.006 ,1.061,  1370.324,  1.185  ,34.93305, 0.00120 
20922,1720.334 ,20.532 ,36.107 ,0.002,0.002,0.003,0.004 ,1.060,  1369.821,  1.184  ,34.44218, 0.00451 
20923,1659.359 ,17.912 ,34.827 ,0.002,0.002,0.003,0.004 ,1.047,  1357.028,  1.168  ,33.67287, 0.00242 
20924,1601.080 ,4.971 ,33.604 ,0.001,0.001,0.001,0.001 ,1.035,  1344.472,  1.151  ,33.85522, 0.00059 
20925,1563.812 ,5.968 ,32.822 ,0.001,0.001,0.001,0.001 ,1.026,  1336.264,  1.140  ,34.05971, 0.00000 
20926,1535.708 ,12.428 ,32.232 ,0.002,0.002,0.002,0.003 ,1.020,  1329.978,  1.132  ,34.61856, 0.00000 
20927,1542.703 ,10.571 ,32.379 ,0.001,0.001,0.002,0.002 ,1.022,  1331.551,  1.134  ,34.98093, 0.00000 
20928,1566.983 ,11.034 ,32.888 ,0.001,0.001,0.002,0.002 ,1.027,  1336.968,  1.141  ,35.12136, 0.00000 
20929,1598.707 ,23.255 ,33.554 ,0.003,0.003,0.004,0.005 ,1.034,  1343.953,  1.150  ,35.16831, 0.00001 
20930,1622.642 ,32.362 ,34.056 ,0.004,0.004,0.005,0.007 ,1.039,  1349.156,  1.157  ,33.34714, 0.00087 
20931,1649.650 ,12.393 ,34.623 ,0.002,0.002,0.002,0.003 ,1.045,  1354.959,  1.165  ,33.96898, 0.00081 
20932,1675.389 ,20.765 ,35.163 ,0.002,0.002,0.003,0.004 ,1.051,  1360.424,  1.172  ,34.76087, 0.00025 
20933,1709.061 ,8.203 ,35.870 ,0.001,0.001,0.001,0.002 ,1.058,  1367.481,  1.181  ,34.99735, 0.00126 
20934,1739.499 ,28.838 ,36.509 ,0.003,0.003,0.004,0.006 ,1.064,  1373.772,  1.190  ,35.66057, 0.00045 
20935,1730.488 ,12.991 ,36.320 ,0.002,0.002,0.002,0.003 ,1.062,  1371.918,  1.187  ,35.54019, 0.00050 
20936,1703.639 ,15.244 ,35.756 ,0.002,0.002,0.002,0.003 ,1.057,  1366.352,  1.180  ,34.73698, 0.00152 
20937,1688.954 ,15.622 ,35.448 ,0.002,0.002,0.002,0.003 ,1.054,  1363.280,  1.176  ,34.69056, 0.00017 
20938,1699.803 ,12.046 ,35.676 ,0.001,0.001,0.002,0.002 ,1.056,  1365.551,  1.179  ,34.78057, 0.00000 
20939,1719.891 ,8.403 ,36.097 ,0.001,0.001,0.001,0.002 ,1.060,  1369.729,  1.184  ,34.90366, 0.00001 
20940,1748.218 ,19.419 ,36.692 ,0.002,0.002,0.003,0.004 ,1.066,  1375.559,  1.192  ,35.61743, 0.00000 
20941,1770.304 ,35.293 ,37.156 ,0.004,0.004,0.005,0.007 ,1.071,  1380.056,  1.198  ,36.43250, 0.00001 
20942,1797.249 ,10.492 ,37.721 ,0.001,0.001,0.001,0.002 ,1.076,  1385.487,  1.205  ,36.45996, 0.00002 
20943,1744.314 ,18.116 ,36.610 ,0.002,0.002,0.003,0.004 ,1.065,  1374.760,  1.191  ,36.28292, 0.00035 
20944,1717.996 ,25.900 ,36.058 ,0.003,0.003,0.004,0.005 ,1.060,  1369.336,  1.184  ,36.18148, 0.00008 
20945,1770.701 ,7.804 ,37.164 ,0.001,0.001,0.001,0.002 ,1.071,  1380.137,  1.198  ,35.46338, 0.00013 
20946,1783.273 ,17.734 ,37.428 ,0.002,0.002,0.002,0.003 ,1.073,  1382.678,  1.202  ,34.67278, 0.00002 
20947,1809.259 ,19.325 ,37.973 ,0.002,0.002,0.003,0.004 ,1.079,  1387.888,  1.209  ,33.83933, 0.00008 
20948,1821.318 ,29.660 ,38.226 ,0.003,0.003,0.004,0.006 ,1.081,  1390.288,  1.212  ,32.53504, 0.00017 
20949,1801.697 ,20.870 ,37.814 ,0.002,0.002,0.003,0.004 ,1.077,  1386.378,  1.207  ,32.37855, 0.00001 
20950,1781.683 ,10.722 ,37.394 ,0.001,0.001,0.002,0.002 ,1.073,  1382.357,  1.201  ,33.05119, 0.00001 
20951,1766.455 ,18.187 ,37.075 ,0.002,0.002,0.003,0.004 ,1.070,  1379.276,  1.197  ,34.23741, 0.00041 
20952,1760.128 ,11.536 ,36.942 ,0.001,0.001,0.002,0.002 ,1.069,  1377.989,  1.195  ,35.05192, 0.00027 
20953,1790.278 ,14.432 ,37.575 ,0.002,0.002,0.002,0.003 ,1.075,  1384.088,  1.204  ,35.58517, 0.00001 
20954,2000.298 ,15.517 ,41.983 ,0.002,0.002,0.002,0.003 ,1.116,  1424.587,  1.258  ,35.58217, 0.00018 
20955,2224.411 ,19.334 ,46.686 ,0.002,0.002,0.002,0.003 ,1.157,  1464.469,  1.313  ,35.12186, 0.00039 
20956,2323.823 ,43.797 ,48.773 ,0.004,0.004,0.005,0.007 ,1.174,  1481.212,  1.336  ,35.02619, 0.00036 
20957,2333.578 ,38.763 ,48.978 ,0.003,0.003,0.004,0.006 ,1.176,  1482.826,  1.338  ,34.94800, 0.00083 
